Average_Grade,Study_Efficiency,Parent_Education,Student_Wellbeing
11.0,0.3333333333333333,2.0,3.3333333333333335
11.5,0.2727272727272727,2.5,4.0
11.5,0.1111111111111111,1.0,2.3333333333333335
9.0,0.2,3.0,4.0
10.0,2.0,1.0,4.333333333333333
13.5,0.14285714285714285,4.0,4.0
8.5,0.3333333333333333,1.0,3.6666666666666665
10.0,0.5714285714285714,3.5,2.3333333333333335
8.5,0.08,3.0,1.6666666666666667
14.0,3.0,4.0,4.333333333333333
11.5,0.2,2.0,2.3333333333333335
13.0,1.0,4.0,3.6666666666666665
10.5,0.2,1.0,2.6666666666666665
8.0,0.043478260869565216,1.5,4.666666666666667
12.0,2.0,1.0,4.333333333333333
10.5,1.0,1.5,4.333333333333333
11.0,0.6666666666666666,2.5,3.0
12.5,0.2857142857142857,1.5,4.0
11.0,0.2857142857142857,1.5,2.0
9.0,0.058823529411764705,4.0,3.6666666666666665
11.5,1.0,1.5,4.666666666666667
10.0,1.0,1.0,3.0
9.5,0.14285714285714285,1.5,4.333333333333333
13.0,1.0,3.0,3.0
10.0,0.14285714285714285,2.5,4.333333333333333
13.0,1.0,4.0,3.3333333333333335
7.5,2.0,2.5,3.0
8.5,0.06666666666666667,1.5,3.0
10.5,0.14285714285714285,1.0,3.6666666666666665
11.0,0.2,2.0,3.0
10.0,2.0,3.0,4.666666666666667
8.5,1.0,1.5,4.333333333333333
8.0,0.1111111111111111,1.5,3.6666666666666665
6.5,0.4,2.5,3.6666666666666665
8.5,0.3333333333333333,1.5,4.333333333333333
8.5,0.3333333333333333,2.0,3.3333333333333335
8.0,2.0,1.0,4.333333333333333
7.5,0.09090909090909091,2.5,3.6666666666666665
9.5,2.0,2.0,3.6666666666666665
17.0,2.0,3.0,3.0
12.0,2.0,2.0,3.3333333333333335
16.0,2.0,4.0,3.6666666666666665
9.0,0.2,3.5,3.0
16.5,2.0,0.5,3.3333333333333335
10.0,2.0,4.0,4.333333333333333
13.5,2.0,2.0,3.3333333333333335
14.0,2.0,3.0,4.0
10.5,2.0,3.5,4.0
12.5,2.0,2.0,4.0
10.0,0.4,3.0,3.6666666666666665
9.5,0.1111111111111111,3.0,3.3333333333333335
11.0,0.4,3.5,3.0
10.5,0.4,3.5,3.3333333333333335
11.5,2.0,3.0,3.0
17.5,2.0,3.0,4.666666666666667
13.5,0.06060606060606061,3.0,3.0
14.5,0.2222222222222222,2.5,1.3333333333333333
12.0,0.2857142857142857,3.0,3.6666666666666665
9.5,1.0,1.5,3.0
13.5,2.0,1.5,3.6666666666666665
12.5,0.18181818181818182,3.0,3.0
9.0,0.2857142857142857,1.5,2.3333333333333335
12.0,0.2857142857142857,2.5,3.0
11.5,2.0,1.0,3.6666666666666665
10.5,0.11764705882352941,1.5,4.333333333333333
10.5,1.0,3.0,4.0
12.5,1.0,2.5,3.6666666666666665
14.5,0.2222222222222222,3.0,4.0
13.0,0.2,4.0,4.0
10.5,0.058823529411764705,3.0,3.0
14.5,0.03225806451612903,4.0,2.6666666666666665
10.5,2.0,4.0,4.0
14.0,0.6666666666666666,3.5,3.0
11.5,0.4,2.5,4.0
14.5,2.0,1.0,3.0
13.0,0.045454545454545456,2.0,3.6666666666666665
13.0,0.5714285714285714,2.0,4.333333333333333
8.5,0.2,3.5,4.333333333333333
11.0,0.6666666666666666,2.0,3.0
14.5,0.4,3.5,1.6666666666666667
12.5,0.3333333333333333,1.0,4.0
11.5,3.0,3.5,4.0
12.0,0.8,3.0,3.3333333333333335
12.5,0.125,4.0,3.6666666666666665
13.0,2.0,2.0,3.3333333333333335
11.5,0.18181818181818182,2.0,4.333333333333333
11.5,0.14285714285714285,4.0,3.3333333333333335
15.0,0.6666666666666666,2.5,3.0
10.0,0.11764705882352941,3.5,2.6666666666666665
10.0,0.18181818181818182,3.0,3.0
12.5,0.2,2.5,3.0
12.0,3.0,2.0,3.6666666666666665
10.5,2.0,1.5,3.6666666666666665
12.0,0.23076923076923078,1.0,4.0
13.0,2.0,2.5,2.6666666666666665
9.5,0.2,2.0,3.3333333333333335
15.5,0.6,4.0,4.333333333333333
8.0,0.4,2.0,4.0
17.5,0.6666666666666666,2.5,3.6666666666666665
10.5,2.0,2.5,3.6666666666666665
9.5,0.6666666666666666,1.5,3.3333333333333335
15.0,3.0,1.5,2.6666666666666665
13.0,2.0,3.5,2.6666666666666665
12.5,2.0,2.0,3.3333333333333335
13.0,2.0,4.0,3.6666666666666665
13.0,2.0,4.0,2.3333333333333335
9.0,0.6666666666666666,1.0,4.0
12.0,3.0,2.5,3.3333333333333335
16.0,2.0,2.0,4.0
9.5,0.2,1.5,4.666666666666667
13.5,2.0,2.5,4.333333333333333
10.0,0.10526315789473684,3.0,3.3333333333333335
8.5,0.11764705882352941,2.0,4.333333333333333
7.5,0.06666666666666667,3.0,2.6666666666666665
7.5,0.037037037037037035,2.0,3.0
9.0,0.14285714285714285,4.0,3.6666666666666665
14.0,0.4,2.5,4.0
10.5,0.2727272727272727,1.0,3.6666666666666665
11.5,0.2,1.5,4.333333333333333
13.0,0.6666666666666666,1.5,2.0
9.0,0.06666666666666667,2.5,5.0
7.5,0.11764705882352941,2.0,4.0
10.0,0.1111111111111111,2.0,1.6666666666666667
14.5,0.6,1.0,4.0
14.5,0.4,3.0,3.6666666666666665
15.0,0.2222222222222222,3.5,4.0
12.0,2.0,4.0,3.3333333333333335
14.0,0.125,3.5,4.0
14.5,0.2,4.0,4.333333333333333
11.0,0.6666666666666666,4.0,4.333333333333333
13.5,1.0,1.0,2.6666666666666665
11.0,0.2727272727272727,3.0,3.6666666666666665
9.5,0.18181818181818182,1.0,3.6666666666666665
11.0,0.2727272727272727,1.5,3.6666666666666665
15.5,0.125,1.5,3.6666666666666665
10.5,0.4,1.0,4.0
10.5,0.3333333333333333,2.5,3.0
7.5,0.07692307692307693,2.0,3.3333333333333335
9.5,0.2222222222222222,3.0,4.0
11.5,1.0,1.0,4.0
7.5,0.1111111111111111,2.5,4.333333333333333
10.0,0.4,3.0,3.3333333333333335
7.5,0.2,1.5,3.3333333333333335
13.5,0.3333333333333333,1.5,3.0
12.0,1.0,1.5,4.333333333333333
9.5,1.0,1.0,4.333333333333333
12.0,0.6666666666666666,1.5,4.0
14.5,1.3333333333333333,3.0,3.3333333333333335
10.0,2.0,2.0,4.0
10.5,0.4,1.5,4.333333333333333
11.5,1.0,3.0,4.0
11.5,0.6,1.0,3.6666666666666665
11.0,0.4,2.0,3.3333333333333335
12.0,0.4,3.5,2.6666666666666665
16.0,0.6666666666666666,1.5,3.6666666666666665
9.5,1.0,2.0,3.6666666666666665
10.5,1.3333333333333333,2.0,3.0
11.0,0.2222222222222222,1.5,1.6666666666666667
15.0,0.6666666666666666,3.5,2.0
10.0,0.6666666666666666,3.5,3.3333333333333335
10.5,1.0,2.5,3.6666666666666665
13.5,1.0,3.0,3.0
11.5,3.0,2.0,3.3333333333333335
8.0,0.1111111111111111,2.0,4.0
15.5,0.2857142857142857,3.5,2.3333333333333335
11.0,2.0,2.0,4.666666666666667
10.5,0.2222222222222222,4.0,3.6666666666666665
11.0,0.4,3.0,4.666666666666667
8.5,0.15384615384615385,1.5,3.3333333333333335
11.5,0.11764705882352941,3.0,4.0
16.0,0.36363636363636365,2.5,3.6666666666666665
13.0,0.6666666666666666,1.0,3.6666666666666665
16.5,0.6666666666666666,1.5,3.0
14.0,0.2222222222222222,1.5,2.3333333333333335
15.5,0.2857142857142857,3.0,2.6666666666666665
12.0,0.2857142857142857,2.0,4.333333333333333
10.5,0.125,2.5,3.3333333333333335
11.5,0.14285714285714285,4.0,2.6666666666666665
13.0,0.6666666666666666,4.0,3.3333333333333335
14.0,0.3333333333333333,2.0,2.3333333333333335
8.5,2.0,2.5,3.0
10.0,1.0,3.5,2.3333333333333335
10.0,0.09090909090909091,1.5,3.6666666666666665
11.0,0.043478260869565216,2.5,4.666666666666667
13.0,0.05263157894736842,2.5,3.6666666666666665
17.0,1.3333333333333333,1.0,3.3333333333333335
12.5,2.0,1.0,4.333333333333333
12.0,0.15384615384615385,2.0,4.666666666666667
12.5,0.18181818181818182,1.5,4.0
12.0,2.0,1.0,3.6666666666666665
18.0,3.0,2.0,3.0
13.0,3.0,1.0,3.3333333333333335
14.5,3.0,1.5,2.6666666666666665
17.0,2.0,4.0,3.6666666666666665
15.5,0.6666666666666666,3.0,4.0
17.5,3.0,3.5,3.0
18.5,4.0,2.0,2.3333333333333335
14.5,3.0,2.5,4.333333333333333
14.5,1.0,3.0,4.333333333333333
13.5,0.6666666666666666,4.0,2.3333333333333335
13.5,2.0,3.5,3.3333333333333335
16.5,4.0,3.5,3.3333333333333335
18.0,1.0,4.0,2.0
14.5,2.0,4.0,3.3333333333333335
12.5,1.0,4.0,3.3333333333333335
7.0,3.0,4.0,4.333333333333333
16.0,3.0,3.0,3.3333333333333335
18.0,4.0,2.5,4.0
9.5,3.0,1.5,4.0
14.5,1.0,2.5,5.0
10.0,2.0,3.0,4.666666666666667
10.0,0.6666666666666666,2.5,4.0
12.0,0.6666666666666666,1.5,3.0
11.5,0.6666666666666666,2.5,3.0
15.5,0.3333333333333333,4.0,4.333333333333333
14.5,1.0,3.5,4.0
12.0,0.1111111111111111,3.5,2.0
15.0,1.0,3.5,4.0
11.5,0.2222222222222222,3.0,2.6666666666666665
10.5,0.2,3.0,3.3333333333333335
11.5,2.0,4.0,4.333333333333333
11.5,0.2,3.5,3.3333333333333335
14.5,0.3333333333333333,4.0,4.333333333333333
14.5,0.13333333333333333,3.5,4.0
12.0,2.0,3.0,4.333333333333333
11.5,0.6666666666666666,1.5,2.6666666666666665
8.5,0.3333333333333333,4.0,3.6666666666666665
10.0,0.23076923076923078,1.0,3.6666666666666665
8.0,0.6666666666666666,1.0,4.0
10.0,0.3333333333333333,2.0,4.0
13.5,0.4,2.0,3.0
11.0,3.0,2.0,3.0
17.5,3.0,2.0,4.0
14.0,3.0,1.0,2.6666666666666665
14.0,3.0,1.0,3.6666666666666665
13.5,3.0,4.0,3.3333333333333335
17.5,1.0,3.0,4.0
10.5,0.3333333333333333,2.0,4.0
12.5,3.0,4.0,4.333333333333333
14.5,0.6,4.0,3.6666666666666665
11.5,0.3333333333333333,3.0,3.6666666666666665
11.0,4.0,2.0,4.666666666666667
10.5,1.0,2.5,4.333333333333333
9.5,0.6666666666666666,2.0,2.6666666666666665
15.0,3.0,3.0,4.333333333333333
14.5,0.14285714285714285,2.0,4.666666666666667
10.5,0.2222222222222222,3.0,4.0
9.5,2.0,2.0,3.0
13.5,0.5714285714285714,2.0,4.0
12.0,0.3333333333333333,3.5,4.333333333333333
12.5,2.0,2.5,3.0
14.0,0.8,3.0,3.0
14.0,2.0,2.5,3.0
12.0,2.0,4.0,3.0
16.0,0.2857142857142857,3.5,4.0
11.0,0.10526315789473684,2.0,3.3333333333333335
11.5,3.0,2.5,3.3333333333333335
15.0,0.6,2.5,3.3333333333333335
14.5,0.6,3.5,4.0
13.5,3.0,3.5,4.666666666666667
11.5,3.0,3.5,4.0
13.5,0.18181818181818182,1.5,2.6666666666666665
14.0,0.4,1.5,3.6666666666666665
10.5,0.058823529411764705,2.5,3.0
11.5,0.14285714285714285,2.0,2.6666666666666665
10.5,3.0,4.0,3.6666666666666665
10.0,0.16666666666666666,2.0,3.6666666666666665
13.5,0.2,3.5,3.0
15.0,2.0,2.0,3.6666666666666665
13.5,1.0,4.0,4.0
15.5,2.0,3.0,3.0
9.5,0.09090909090909091,1.0,4.0
13.0,0.3333333333333333,1.0,2.6666666666666665
9.5,0.16666666666666666,4.0,3.3333333333333335
17.0,0.18181818181818182,2.5,4.333333333333333
15.5,0.5,2.5,3.0
13.5,0.07142857142857142,2.5,2.6666666666666665
9.0,0.09090909090909091,1.5,4.0
15.5,0.18181818181818182,2.0,3.0
9.0,0.16666666666666666,0.5,4.333333333333333
11.5,0.4,2.5,1.6666666666666667
10.5,0.08333333333333333,2.0,4.0
12.0,2.0,2.0,4.333333333333333
10.0,0.14285714285714285,1.0,2.3333333333333335
10.0,0.2,3.0,4.666666666666667
16.5,2.0,2.5,4.666666666666667
7.0,1.0,1.5,1.6666666666666667
10.5,0.3333333333333333,4.0,3.3333333333333335
10.5,3.0,1.5,4.333333333333333
10.0,2.0,2.5,4.666666666666667
6.0,1.0,1.0,4.666666666666667
13.5,1.0,4.0,3.6666666666666665
9.5,0.8,2.0,1.3333333333333333
10.0,2.0,1.0,4.333333333333333
6.5,0.2,1.0,3.3333333333333335
11.5,1.0,1.0,2.3333333333333335
10.5,0.3333333333333333,2.5,4.333333333333333
15.0,1.0,3.0,3.0
3.5,2.0,1.0,4.0
8.5,0.4,1.0,4.333333333333333
12.5,2.0,2.5,3.3333333333333335
8.0,0.25,2.5,3.3333333333333335
9.5,0.4,3.5,4.0
8.0,0.2222222222222222,1.0,4.333333333333333
11.0,2.0,3.0,4.333333333333333
9.0,0.1111111111111111,1.5,4.333333333333333
16.0,0.42857142857142855,4.0,3.3333333333333335
12.0,0.25,1.5,2.3333333333333335
15.0,0.6666666666666666,2.5,3.3333333333333335
10.5,2.0,1.5,4.0
9.5,0.4,2.0,4.0
9.0,3.0,1.5,2.6666666666666665
8.5,0.75,1.5,2.6666666666666665
9.5,2.0,1.5,3.3333333333333335
13.5,2.0,1.0,3.6666666666666665
10.5,0.2,1.5,4.333333333333333
11.5,4.0,1.0,2.6666666666666665
9.5,1.0,1.0,4.333333333333333
10.5,1.0,1.0,3.0
12.5,1.0,1.0,2.6666666666666665
13.5,2.0,1.0,2.6666666666666665
12.5,1.0,2.0,4.333333333333333
11.0,0.14285714285714285,1.0,4.0
8.5,0.2,1.5,4.0
9.5,1.0,2.0,3.0
13.5,1.0,2.0,3.3333333333333335
12.5,0.5,2.0,3.6666666666666665
12.5,2.0,4.0,3.3333333333333335
12.5,0.4,3.0,3.3333333333333335
11.5,0.6666666666666666,2.0,4.333333333333333
14.0,1.0,2.0,3.6666666666666665
9.0,0.2,1.5,3.3333333333333335
10.5,0.3333333333333333,2.0,3.0
12.5,3.0,2.0,4.0
9.0,0.3333333333333333,1.5,4.666666666666667
11.0,0.08333333333333333,3.0,3.3333333333333335
7.0,2.0,1.0,2.6666666666666665
9.0,0.2,2.0,4.666666666666667
9.0,1.0,2.5,3.3333333333333335
9.5,0.3333333333333333,1.5,4.333333333333333
9.5,1.0,1.0,3.6666666666666665
9.5,1.0,2.0,2.6666666666666665
7.0,0.14285714285714285,2.0,2.6666666666666665
10.5,2.0,2.0,3.6666666666666665
9.5,0.5,2.0,3.6666666666666665
8.0,0.42857142857142855,2.5,2.6666666666666665
8.0,0.42857142857142855,1.0,3.6666666666666665
8.5,1.0,1.0,4.0
10.0,0.2,1.0,2.3333333333333335
7.5,0.15384615384615385,1.0,1.0
9.0,0.6666666666666666,2.0,3.0
9.0,0.16666666666666666,0.5,3.6666666666666665
8.5,2.0,1.5,3.6666666666666665
13.5,1.0,3.0,4.333333333333333
14.0,0.3333333333333333,1.0,4.0
10.5,4.0,3.0,4.666666666666667
13.5,2.0,1.5,3.0
16.5,1.0,2.0,3.6666666666666665
6.5,0.07692307692307693,1.5,3.0
13.0,0.1111111111111111,3.5,3.6666666666666665
9.0,1.3333333333333333,2.0,2.3333333333333335
14.0,4.0,1.0,3.0
12.5,3.0,2.0,3.3333333333333335
11.0,1.0,1.0,4.333333333333333
10.0,0.2222222222222222,3.0,3.0
11.0,3.0,1.0,3.3333333333333335
9.5,1.0,2.0,4.333333333333333
16.5,2.0,1.0,3.0
16.0,2.0,2.0,3.0
10.0,1.0,0.5,4.0
7.0,0.2,1.0,4.0
7.0,1.0,2.0,1.6666666666666667
6.5,0.3333333333333333,2.5,2.3333333333333335
8.5,0.2222222222222222,1.0,2.6666666666666665
15.0,2.0,4.0,3.0
14.0,1.0,1.5,3.6666666666666665
6.5,0.2222222222222222,3.0,2.0
7.5,2.0,1.5,3.0
7.0,0.2857142857142857,1.0,4.0
9.0,2.0,2.5,2.6666666666666665
8.0,0.4,4.0,3.3333333333333335
5.5,1.3333333333333333,4.0,5.0
8.0,0.6666666666666666,3.5,2.6666666666666665
14.5,3.0,4.0,4.333333333333333
13.5,0.5,2.5,3.6666666666666665
9.5,3.0,2.0,3.0
9.0,0.16666666666666666,2.0,3.6666666666666665
11.0,0.5,4.0,3.6666666666666665
8.5,0.1111111111111111,3.0,2.6666666666666665
10.0,2.0,1.0,2.3333333333333335
8.0,0.6666666666666666,1.5,3.6666666666666665
14.5,2.0,1.5,2.6666666666666665
11.5,1.0,4.0,3.3333333333333335
10.0,0.16666666666666666,1.5,5.0
13.5,0.4444444444444444,2.0,4.666666666666667
12.5,0.08333333333333333,1.5,4.0
11.0,1.0,2.0,4.0
9.5,0.2222222222222222,2.5,1.3333333333333333
10.0,0.16666666666666666,2.5,2.6666666666666665
10.0,2.0,2.0,3.6666666666666665
10.5,1.5,4.0,4.333333333333333
9.0,0.3333333333333333,4.0,3.6666666666666665
11.5,0.3333333333333333,2.0,3.6666666666666665
8.5,0.2222222222222222,3.5,4.666666666666667
14.0,2.0,4.0,4.0
10.5,1.0,2.5,2.3333333333333335
10.5,0.6666666666666666,1.0,4.0
17.5,2.0,3.0,4.0
12.5,2.0,2.0,3.3333333333333335
13.5,2.0,2.5,2.0
9.0,0.6666666666666666,1.0,4.0
11.0,0.2,0.5,3.3333333333333335
10.5,0.25,1.0,4.0
13.5,0.5,1.5,3.3333333333333335
9.5,0.2,1.5,4.333333333333333
8.0,0.6666666666666666,2.0,4.666666666666667
10.5,1.0,2.0,5.0
12.0,1.0,0.5,3.6666666666666665
9.5,1.0,1.0,3.6666666666666665
9.5,0.2857142857142857,1.0,4.0
12.0,2.0,2.0,3.3333333333333335
3.5,1.0,2.0,2.6666666666666665
10.0,0.3333333333333333,2.5,4.666666666666667
10.0,1.0,1.0,4.666666666666667
8.0,0.3333333333333333,1.0,4.333333333333333
2.0,1.0,2.5,3.3333333333333335
8.5,0.2,2.5,2.6666666666666665
6.0,0.2,3.0,3.6666666666666665
7.5,0.14285714285714285,2.0,4.333333333333333
8.5,0.2,1.5,4.333333333333333
5.0,0.2222222222222222,2.5,2.6666666666666665
8.0,0.1,1.0,4.0
9.5,0.07692307692307693,1.0,4.0
10.5,0.1111111111111111,3.5,3.6666666666666665
9.5,0.1111111111111111,2.5,4.0
9.5,0.2222222222222222,1.0,3.6666666666666665
8.5,0.4,3.0,4.0
9.5,1.0,2.0,3.3333333333333335
8.5,0.2,1.0,4.333333333333333
7.0,0.6666666666666666,1.5,4.0
7.0,1.0,1.0,3.3333333333333335
7.0,1.0,2.0,4.333333333333333
10.5,1.0,0.0,4.333333333333333
7.5,0.5,2.0,3.0
8.0,2.0,3.0,5.0
6.5,0.5,2.0,3.0
9.0,1.0,2.5,3.3333333333333335
8.5,1.0,1.5,4.333333333333333
7.5,0.5,1.0,4.0
12.5,0.6666666666666666,2.0,2.6666666666666665
11.5,1.0,3.0,4.0
12.5,2.0,1.5,4.0
18.0,2.0,4.0,2.6666666666666665
17.0,0.25,4.0,4.666666666666667
17.5,2.0,3.0,3.6666666666666665
4.5,2.0,2.0,3.6666666666666665
10.5,0.1111111111111111,1.5,2.0
12.5,0.16666666666666666,4.0,2.6666666666666665
12.5,0.2,1.0,3.3333333333333335
8.0,0.4,2.0,2.0
11.5,3.0,2.0,4.0
2.5,2.0,3.0,4.333333333333333
9.5,0.6666666666666666,1.0,3.3333333333333335
2.5,1.0,1.0,4.0
18.0,4.0,3.0,3.6666666666666665
11.0,0.3333333333333333,1.5,3.3333333333333335
9.0,0.6666666666666666,1.0,3.3333333333333335
11.0,2.0,1.5,3.0
4.0,2.0,1.0,3.0
14.0,0.5,2.0,3.3333333333333335
10.5,0.4,3.5,3.6666666666666665
10.0,2.0,3.0,4.333333333333333
12.0,0.6666666666666666,4.0,4.0
14.5,2.0,2.5,2.6666666666666665
13.5,0.3333333333333333,1.0,3.0
18.0,3.0,1.0,4.0
15.5,2.0,1.5,4.0
12.5,0.2857142857142857,3.0,3.3333333333333335
14.5,0.4,4.0,2.0
13.0,2.0,1.5,2.6666666666666665
9.0,2.0,2.0,3.0
15.5,3.0,4.0,3.6666666666666665
8.0,1.0,1.0,2.6666666666666665
10.0,1.0,2.5,3.6666666666666665
6.0,2.0,4.0,3.3333333333333335
9.5,0.25,1.5,3.3333333333333335
10.5,0.3333333333333333,2.0,3.3333333333333335
7.5,0.2,1.5,3.0
16.0,3.0,4.0,3.3333333333333335
10.5,0.6,1.0,3.6666666666666665
7.5,0.4,1.0,3.3333333333333335
13.5,1.0,4.0,3.6666666666666665
16.0,1.0,3.0,2.0
8.5,0.18181818181818182,2.0,3.3333333333333335
17.5,0.4,4.0,2.3333333333333335
7.0,1.0,1.5,4.333333333333333
14.5,0.4,2.5,3.6666666666666665
6.5,1.0,1.0,4.0
7.0,1.0,3.0,4.0
15.5,3.0,2.0,4.0
7.5,2.0,3.5,3.6666666666666665
8.0,0.2,4.0,4.333333333333333
10.5,0.6,2.5,4.666666666666667
15.0,0.4,2.0,2.6666666666666665
11.5,0.2857142857142857,1.0,2.3333333333333335
10.0,0.14285714285714285,2.0,2.6666666666666665
10.5,0.2,2.5,4.333333333333333
